Country,Year,Income share of the richest 1% (before tax) (World Inequality Database)
Turks and Caicos Islands,2013,21.2
Turks and Caicos Islands,2014,21.2
Turks and Caicos Islands,2015,21.19
Turks and Caicos Islands,2016,21.19
Turks and Caicos Islands,2017,21.19
Turks and Caicos Islands,2018,21.18
Turks and Caicos Islands,2019,21.18
Turks and Caicos Islands,2020,21.2
Turks and Caicos Islands,2021,21.2
Turks and Caicos Islands,2022,21.2
Turks and Caicos Islands,2023,21.2
Tuvalu,1980,8.81
Tuvalu,1981,8.95
Tuvalu,1982,9.1
Tuvalu,1983,9.25
Tuvalu,1984,9.4
Tuvalu,1985,9.55
Tuvalu,1986,9.71
Tuvalu,1987,9.87
Tuvalu,1988,10.03
Tuvalu,1989,10.2
Tuvalu,1990,10.37
Tuvalu,1991,10.65
Tuvalu,1992,10.91
Tuvalu,1993,11.17
Tuvalu,1994,11.42
Tuvalu,1995,11.66
Tuvalu,1996,11.89
Tuvalu,1997,12.12
Tuvalu,1998,12.34
Tuvalu,1999,12.55
Tuvalu,2000,12.76
Tuvalu,2001,13.14
Tuvalu,2002,13.51
Tuvalu,2003,13.88
Tuvalu,2004,14.23
Tuvalu,2005,14.58
Tuvalu,2006,14.92
Tuvalu,2007,15.25
Tuvalu,2008,15.57
Tuvalu,2009,15.89
Tuvalu,2010,16.2
Tuvalu,2011,16.18
Tuvalu,2012,16.16
Tuvalu,2013,16.14
Tuvalu,2014,16.12
Tuvalu,2015,16.11
Tuvalu,2016,16.09
Tuvalu,2017,16.07
Tuvalu,2018,16.06
Tuvalu,2019,16.05
Tuvalu,2020,16.03
Tuvalu,2021,16.03
Tuvalu,2022,16.03
Tuvalu,2023,16.03
Uganda,1989,20.04
Uganda,1996,15.19
Uganda,1999,19.16
Uganda,2002,22.4
Uganda,2005,17.81
Uganda,2009,18.2
Uganda,2012,15.34
Uganda,2016,16.84
Uganda,2022,21.15
Uganda,2023,21.43
Ukraine,1992,13.48
Ukraine,1993,13.96
Ukraine,1995,15.78
Ukraine,1996,12.34
Ukraine,1999,8.41
Ukraine,2003,10.77
Ukraine,2004,11.82
Ukraine,2005,10.47
Ukraine,2006,11.63
Ukraine,2007,10.21
Ukraine,2008,9.92
Ukraine,2009,8.55
Ukraine,2010,7.53
Ukraine,2011,7.63
Ukraine,2012,6.09
Ukraine,2013,6.31
Ukraine,2014,7.87
Ukraine,2015,9
Ukraine,2016,10.24
Ukraine,2017,10.05
Ukraine,2018,9.36
Ukraine,2022,9.07
Ukraine,2023,9.38
United Arab Emirates,1998,19.6
United Arab Emirates,2009,17.63
United Arab Emirates,2013,16.78
United Arab Emirates,2014,17.22
United Arab Emirates,2018,16.2
United Arab Emirates,2022,15.42
United Arab Emirates,2023,15.94
United Kingdom,1981,7.08
United Kingdom,1982,7.19
United Kingdom,1983,7.15
United Kingdom,1984,7.39
United Kingdom,1985,7.59
United Kingdom,1986,7.73
United Kingdom,1987,7.95
United Kingdom,1988,8.52
United Kingdom,1989,8.01
United Kingdom,1990,8.15
United Kingdom,1991,8.21
United Kingdom,1992,7.75
United Kingdom,1993,8.6
United Kingdom,1994,9.82
United Kingdom,1995,9.95
United Kingdom,1996,11.73
United Kingdom,1997,11.76
United Kingdom,1998,12.72
United Kingdom,1999,12.02
United Kingdom,2000,11.64
United Kingdom,2001,11.42
United Kingdom,2002,11.78
United Kingdom,2003,13.15
United Kingdom,2004,13.11
United Kingdom,2005,14.18
United Kingdom,2006,14.31
United Kingdom,2007,15.48
United Kingdom,2008,13.89
United Kingdom,2009,14.74
United Kingdom,2010,12.11
United Kingdom,2011,13.35
United Kingdom,2012,13.13
United Kingdom,2013,13.77
United Kingdom,2014,13.31
United Kingdom,2015,12.28
United Kingdom,2016,12.43
United Kingdom,2017,13.46
United Kingdom,2022,13.95
United Kingdom,2023,13.59
United States,1913,20.43
United States,1914,20.91
United States,1915,20.29
United States,1916,21.36
United States,1917,21.31
United States,1918,19.68
United States,1919,21.64
United States,1920,19.13
United States,1921,19.15
United States,1922,18.58
United States,1923,17.7
United States,1924,18.47
United States,1925,20.68
United States,1926,21.94
United States,1927,21.26
United States,1928,22.29
United States,1929,22.18
United States,1930,19.4
United States,1931,16.76
United States,1932,16.51
United States,1933,17.51
United States,1934,19.06
United States,1935,19.33
United States,1936,20.94
United States,1937,20.67
United States,1938,18.64
United States,1939,19.57
United States,1940,20.87
United States,1941,21.58
United States,1942,20.59
United States,1943,18.59
United States,1944,15.35
United States,1945,14.25
United States,1946,14.28
United States,1947,14.97
United States,1948,16.31
United States,1949,15.72
United States,1950,16.69
United States,1951,16
United States,1952,14.97
United States,1953,14.01
United States,1954,13.95
United States,1955,14.61
United States,1956,13.84
United States,1957,13.53
United States,1958,12.68
United States,1959,13.21
United States,1960,12.67
United States,1961,12.53
United States,1962,12.84
United States,1963,12.98
United States,1964,13.11
United States,1965,13.03
United States,1966,12.97
United States,1967,12.37
United States,1968,12.61
United States,1969,11.6
United States,1970,10.7
United States,1971,11.05
United States,1972,11.08
United States,1973,10.88
United States,1974,10.37
United States,1975,10.43
United States,1976,10.36
United States,1977,10.58
United States,1978,10.35
United States,1979,10.86
United States,1980,10.42
United States,1981,10.67
United States,1982,10.99
United States,1983,11.5
United States,1984,12.15
United States,1985,12.27
United States,1986,11.98
United States,1987,13.24
United States,1988,15.21
United States,1989,14.69
United States,1990,14.71
United States,1991,13.65
United States,1992,14.68
United States,1993,14.15
United States,1994,14.02
United States,1995,14.52
United States,1996,15.25
United States,1997,16
United States,1998,16.32
United States,1999,16.76
United States,2000,17.34
United States,2001,16.59
United States,2002,16.1
United States,2003,16.32
United States,2004,17.06
United States,2005,18.06
United States,2006,18.52
United States,2007,18.38
United States,2008,17.93
United States,2009,16.7
United States,2010,17.89
United States,2011,18.08
United States,2012,19.49
United States,2013,18.46
United States,2014,18.97
United States,2015,18.89
United States,2016,18.66
United States,2017,19.05
United States,2018,19.24
United States,2019,19.04
United States,2020,18.17
United States,2021,19.88
United States,2022,20.73
United States,2023,20.73
Uruguay,2001,17.3
Uruguay,2002,15.72
Uruguay,2003,17.59
Uruguay,2004,16.89
Uruguay,2005,14.49
Uruguay,2006,16.19
Uruguay,2007,17.89
Uruguay,2008,18.24
Uruguay,2009,16.72
Uruguay,2010,15.73
Uruguay,2011,15.31
Uruguay,2012,12.25
Uruguay,2013,13.95
Uruguay,2014,14.07
Uruguay,2015,14.31
Uruguay,2016,14.24
Uruguay,2017,13.89
Uruguay,2018,14.4
Uruguay,2019,13.23
Uruguay,2022,14.78
Uruguay,2023,14.78
Uzbekistan,1998,17.49
Uzbekistan,2000,17.03
Uzbekistan,2002,16.41
Uzbekistan,2003,16.89
Uzbekistan,2022,16.75
Uzbekistan,2023,17.53
Vanuatu,1980,8.81
Vanuatu,1981,8.95
Vanuatu,1982,9.1
Vanuatu,1983,9.25
Vanuatu,1984,9.4
Vanuatu,1985,9.55
Vanuatu,1986,9.71
Vanuatu,1987,9.87
Vanuatu,1988,10.03
Vanuatu,1989,10.2
Vanuatu,1990,10.37
Vanuatu,1991,10.65
Vanuatu,1992,10.91
Vanuatu,1993,11.17
Vanuatu,1994,11.42
Vanuatu,1995,11.66
Vanuatu,1996,11.89
Vanuatu,1997,12.12
Vanuatu,1998,12.34
Vanuatu,1999,12.55
Vanuatu,2000,12.76
Vanuatu,2001,13.14
Vanuatu,2002,13.51
Vanuatu,2003,13.88
Vanuatu,2004,14.23
Vanuatu,2005,14.58
Vanuatu,2006,14.92
Vanuatu,2007,15.25
Vanuatu,2008,15.57
Vanuatu,2009,15.89
Vanuatu,2010,16.2
Vanuatu,2011,16.18
Vanuatu,2012,16.16
Vanuatu,2013,16.14
Vanuatu,2014,16.12
Vanuatu,2015,16.11
Vanuatu,2016,16.09
Vanuatu,2017,16.07
Vanuatu,2018,16.06
Vanuatu,2019,16.05
Vanuatu,2020,16.03
Vanuatu,2021,16.03
Vanuatu,2022,16.03
Vanuatu,2023,16.03
Venezuela,2022,17.87
Venezuela,2023,17.87
Vietnam,1992,17.52
Vietnam,1997,16.45
Vietnam,1998,16.79
Vietnam,2002,16.61
Vietnam,2004,14.98
Vietnam,2006,15.7
Vietnam,2008,16.67
Vietnam,2010,20.62
Vietnam,2012,16.26
Vietnam,2014,15.88
Vietnam,2016,16.61
Vietnam,2018,15.78
Vietnam,2022,15.73
Vietnam,2023,15.65
West Africa (WID),1980,14.72
West Africa (WID),1981,14.12
West Africa (WID),1982,14.23
West Africa (WID),1983,14.56
West Africa (WID),1984,14.4
West Africa (WID),1985,14.17
West Africa (WID),1986,14.47
West Africa (WID),1987,14.49
West Africa (WID),1988,14.27
West Africa (WID),1989,14.29
West Africa (WID),1990,13.94
West Africa (WID),1991,13.77
West Africa (WID),1992,13.64
West Africa (WID),1993,13.66
West Africa (WID),1994,13.98
West Africa (WID),1995,13.89
West Africa (WID),1996,14.08
West Africa (WID),1997,14.41
West Africa (WID),1998,14.51
West Africa (WID),1999,14.94
West Africa (WID),2000,14.91
West Africa (WID),2001,15.09
West Africa (WID),2002,15.22
West Africa (WID),2003,15.25
West Africa (WID),2004,14.82
West Africa (WID),2005,14.4
West Africa (WID),2006,14.05
West Africa (WID),2007,13.36
West Africa (WID),2008,13.04
West Africa (WID),2009,12.85
West Africa (WID),2010,12.43
West Africa (WID),2011,12.44
West Africa (WID),2012,12.38
West Africa (WID),2013,12.35
West Africa (WID),2014,12.36
West Africa (WID),2015,12.7
West Africa (WID),2016,12.93
West Africa (WID),2017,13.01
West Africa (WID),2018,13.22
West Africa (WID),2019,13.35
West Africa (WID),2020,13.29
West Africa (WID),2021,13.77
West Africa (WID),2022,13.78
West Africa (WID),2023,13.82
West Asia (WID),1980,25.8
West Asia (WID),1981,24.92
West Asia (WID),1982,19.1
West Asia (WID),1983,20.15
West Asia (WID),1984,17.19
West Asia (WID),1985,18.44
West Asia (WID),1986,17.14
West Asia (WID),1987,16.99
West Asia (WID),1988,19.49
West Asia (WID),1989,17.18
West Asia (WID),1990,20.58
West Asia (WID),1991,23.95
West Asia (WID),1992,23.76
West Asia (WID),1993,22.41
West Asia (WID),1994,23.54
West Asia (WID),1995,24.94
West Asia (WID),1996,25.33
West Asia (WID),1997,24.87
West Asia (WID),1998,24.64
West Asia (WID),1999,24.96
West Asia (WID),2000,26.25
West Asia (WID),2001,28.52
West Asia (WID),2002,27.76
West Asia (WID),2003,26.48
West Asia (WID),2004,25.78
West Asia (WID),2005,30.86
West Asia (WID),2006,27.26
West Asia (WID),2007,27.67
West Asia (WID),2008,25.54
West Asia (WID),2009,23.28
West Asia (WID),2010,22.41
West Asia (WID),2011,25.39
West Asia (WID),2012,21.78
West Asia (WID),2013,23.1
West Asia (WID),2014,21.58
West Asia (WID),2015,22.17
West Asia (WID),2016,22.3
West Asia (WID),2017,22.86
West Asia (WID),2018,23.01
West Asia (WID),2019,22.27
West Asia (WID),2020,24.68
West Asia (WID),2021,24.2
West Asia (WID),2022,24.1
West Asia (WID),2023,23.49
Western Europe (WID),1980,8.45
Western Europe (WID),1981,8.14
Western Europe (WID),1982,8.12
Western Europe (WID),1983,8.13
Western Europe (WID),1984,8.16
Western Europe (WID),1985,8.16
Western Europe (WID),1986,8.78
Western Europe (WID),1987,8.77
Western Europe (WID),1988,9.11
Western Europe (WID),1989,9.32
Western Europe (WID),1990,9.24
Western Europe (WID),1991,9.24
Western Europe (WID),1992,8.97
Western Europe (WID),1993,8.97
Western Europe (WID),1994,9.39
Western Europe (WID),1995,9.54
Western Europe (WID),1996,10.21
Western Europe (WID),1997,10.44
Western Europe (WID),1998,11.12
Western Europe (WID),1999,10.97
Western Europe (WID),2000,11.06
Western Europe (WID),2001,10.7
Western Europe (WID),2002,10.66
Western Europe (WID),2003,10.87
Western Europe (WID),2004,11.19
Western Europe (WID),2005,11.73
Western Europe (WID),2006,12.1
Western Europe (WID),2007,12.54
Western Europe (WID),2008,11.96
Western Europe (WID),2009,11.58
Western Europe (WID),2010,11.27
Western Europe (WID),2011,11.87
Western Europe (WID),2012,11.51
Western Europe (WID),2013,11.64
Western Europe (WID),2014,11.78
Western Europe (WID),2015,11.74
Western Europe (WID),2016,11.85
Western Europe (WID),2017,12.31
Western Europe (WID),2018,12.37
Western Europe (WID),2019,12.08
Western Europe (WID),2020,12.44
Western Europe (WID),2021,12.56
Western Europe (WID),2022,12.41
Western Europe (WID),2023,12.25
World,1820,19.71
World,1850,21.51
World,1880,22.12
World,1900,24.59
World,1910,25.72
World,1920,24.85
World,1930,22.03
World,1940,22.56
World,1950,19.31
World,1960,16.48
World,1970,15.59
World,1980,17.75
World,1981,17.28
World,1982,16.28
World,1983,16.81
World,1984,16.49
World,1985,16.8
World,1986,16.95
World,1987,17.4
World,1988,18.09
World,1989,18.2
World,1990,18.42
World,1991,18.4
World,1992,18.44
World,1993,18.29
World,1994,18.53
World,1995,19.02
World,1996,19.49
World,1997,19.78
World,1998,19.91
World,1999,20.17
World,2000,20.61
World,2001,20.65
World,2002,20.55
World,2003,20.61
World,2004,20.97
World,2005,21.54
World,2006,21.56
World,2007,21.66
World,2008,21.14
World,2009,20.26
World,2010,20.43
World,2011,20.84
World,2012,20.78
World,2013,20.61
World,2014,20.62
World,2015,20.64
World,2016,20.18
World,2017,20.43
World,2018,21.11
World,2019,20.43
World,2020,20.31
World,2021,20.54
World,2022,20.97
World,2023,20.65
Yemen,1998,21.88
Yemen,2006,36.56
Yemen,2014,25.62
Yemen,2022,25.26
Yemen,2023,24.81
Zambia,1991,19.05
Zambia,1993,16.83
Zambia,1996,18.96
Zambia,1998,20.03
Zambia,2002,19.6
Zambia,2004,23.2
Zambia,2006,21.48
Zambia,2010,18.84
Zambia,2015,22.27
Zambia,2022,17.88
Zambia,2023,17.88
Zimbabwe,1991,17.29
Zimbabwe,1996,17.37
Zimbabwe,2011,17.37
Zimbabwe,2017,17.29
Zimbabwe,2019,17.29
Zimbabwe,2022,17.29
Zimbabwe,2023,17.29
